0,0,0
1,0,0
2,3,0
3,32,0
4,72,0
5,129,0
6,164,0
7,171,0
8,144,0
9,116,1
10,71,0
11,27,0
12,-29,0
13,-72,0
14,-108,0
15,-119,0
16,-127,0
17,-120,0
18,-109,0
19,-82,0
20,-39,0
21,-2,0
22,6,0
23,-1,0
24,8,0
25,16,0
26,22,0
27,29,0
28,4,0
29,-30,0
30,-35,0
31,-39,0
32,-22,0
33,-21,0
34,-37,0
35,-35,0
36,-44,0
37,-66,0
38,-88,0
39,-53,0
40,0,0
41,55,0
42,99,0
43,98,0
44,96,1
45,109,0
46,137,0
47,164,0
48,179,0
49,166,0
50,114,0
51,69,0
52,22,0
53,7,0
54,-3,0
55,-22,0
56,-43,0
57,-67,0
58,-93,0
59,-103,0
60,-88,0
61,-61,0
62,-43,0
63,-50,0
64,-38,0
65,-38,0
66,9,0
67,63,0
68,120,0
69,148,0
70,139,0
71,136,1
72,91,0
73,53,0
74,43,0
75,41,0
76,31,0
77,-7,0
78,-54,0
79,-88,0
80,-85,0
81,-58,0
82,-33,0
83,9,0
84,31,0
85,28,0
86,33,0
87,44,0
88,85,0
89,131,0
90,140,0
91,123,0
92,95,1
93,74,0
94,69,0
95,82,0
96,86,0
97,68,0
98,45,0
99,30,0
100,13,0
101,11,0
102,20,0
103,20,0
104,23,0
105,11,0
106,18,0
107,23,0
108,48,0
109,94,0
110,156,0
111,182,0
112,181,0
113,173,1
114,159,0
115,132,0
116,102,0
117,66,0
118,17,0
119,-20,0
120,-79,0
121,-120,0
122,-142,0
123,-135,0
124,-98,0
125,-57,0
126,-40,0
127,-17,0
128,-19,0
129,-14,0
130,9,0
131,50,0
132,77,0
133,93,0
134,81,0
135,71,1
136,69,0
137,71,0
138,67,0
139,53,0
140,37,0
141,28,0
142,18,0
143,27,0
144,38,0
145,69,0
146,76,0
147,77,0
148,81,0
149,102,0
150,120,0
151,149,0
152,147,0
153,123,1
154,84,0
155,35,0
156,-5,0
157,-5,0
158,-25,0
159,-62,0
160,-102,0
161,-139,0
162,-151,0
163,-158,0
164,-156,0
165,-128,0
166,-136,0
167,-123,0
168,-110,0
169,-107,0
170,-107,0
171,-83,0
172,-35,0
173,15,0
174,47,0
175,39,0
176,7,0
177,-42,0
178,-78,0
179,-100,0
180,-129,0
181,-154,0
182,-163,0
183,-159,0
184,-129,0
185,-82,0
186,-25,0
187,24,0
188,50,0
189,37,0
190,27,0
191,46,0
192,58,0
193,59,0
194,49,0
195,47,1
196,31,0
197,-27,0
198,-80,0
199,-97,0
200,-102,0
201,-108,0
202,-125,0
203,-153,0
204,-165,0
205,-141,0
206,-98,0
207,-81,0
208,-71,0
209,-58,0
210,-62,0
211,-56,0
212,-12,0
213,17,0
214,46,0
215,60,0
216,65,0
217,58,0
218,51,1
219,51,0
220,49,0
221,64,0
222,55,0
223,29,0
224,4,0
225,-42,0
226,-72,0
227,-66,0
228,-33,0
229,5,0
230,22,0
231,27,0
232,27,0
233,62,0
234,94,0
235,123,0
236,126,0
237,146,0
238,112,0
239,115,1
240,118,0
241,115,0
242,89,0
243,44,0
244,-1,0
245,-48,0
246,-67,0
247,-85,0
248,-70,0
249,-49,0
250,-9,0
251,14,0
252,27,0
253,34,0
254,37,0
255,38,0
256,38,0
257,37,0
258,36,0
